tweet_id,conversation_id,customer_message,pseudo_intent,similarity,agreement
590432,590432.0,"@ComcastCares
#mobile_Care I make a double payment on my account and they told me that they was going to refund the second payment back to my debit card but it still nothing there?",PAYMENT_ISSUE,1.0000000000000007,5
638355,638355.0,"@ComcastCares
#mobile_Care Was straight up lied to in August about keeping internet speed with new promo, come to find out speed was significantly dropped. Called CS said nothing they could do. Flat out lying to cust. means nothing evidently.",SLOW_INTERNET,1.0000000000000007,2
182085,182085.0,"@ComcastCares
#mobile_CareXI is there a problem with service in my area 48066?",INTERNET_OUTAGE,1.0000000000000004,3
835037,835037.0,"@ComcastCares
#mobile_CareXI
Is there an outage?",INTERNET_OUTAGE,1.0000000000000002,5
2779790,2779790.0,"@ComcastCares
#mobile_CareXI is there an outage?",INTERNET_OUTAGE,1.0000000000000002,5
1052689,1052689.0,"@ComcastCares
#mobile_Care I would like to know the remaining time on my contract and the fee to cancel.",CANCELLATION,1.0000000000000002,4
2204907,2204907.0,"@ComcastCares
#mobile_CareXI my wifi/voice has gone out every day this week. Any thoughts?",INTERNET_OUTAGE,1.0000000000000002,4
2922159,2922159.0,"@ComcastCares
#mobile_Care
I want to cancel my appointment for tomorrow",CANCELLATION,1.0000000000000002,4
256299,256299.0,"@ComcastCares: #mobile_CareXI
slow internet in pasadena md today",INTERNET_OUTAGE,1.0000000000000002,3
2466971,2466971.0,"@ComcastCares
#mobile_CareXI internet isn’t working even after several restarts of the modem... please help!",TECHNICAL_ISSUE,1.0000000000000002,3
1575771,1575771.0,"@ComcastCares
#mobile_Care i was trying to set up a payment arrangement",PAYMENT_ISSUE,1.0000000000000002,3
2235932,2235932.0,"@comcastcares Is Webmail going to work at all today? Ever? 

This upgrade is an epic fail. I am sure I am not the first person to tell you that.",TECHNICAL_ISSUE,1.0000000000000002,3
595384,595384.0,"@ComcastCares
#mobile_Care the WiFi in house has dropped out",INTERNET_OUTAGE,1.0000000000000002,3
2058666,2058666.0,"@ComcastCares: #mobile_Care
It's saying it's updating my account for the last 4 hours",ACCOUNT_ISSUE,1.0000000000000002,2
1854267,1854267.0,"@ComcastCares
#mobile_CareXIwhy does my Router /Modem keep on changing to voice and data mode when I don’t even have a telephone connected",TECHNICAL_ISSUE,1.0000000000000002,2
1298145,1298145.0,"@ComcastCares: #mobile_Care
How do I cancel my service with y'all ?",CANCELLATION,1.0000000000000002,2
1963160,1963160.0,"@ComcastCares
#mobile_Care
I have current service at my residence and want to add internet to my apartment. Can I or is it new account?",ACCOUNT_ISSUE,1.0000000000000002,2
2140047,2140051.0,"@comcastcares 
Unfortunately, You can't do much about that. I tried through the phone and service center. The results is canceling my accou.",CANCELLATION,1.0000000000000002,2
2376271,2376271.0,"@ComcastCares
#mobile_Care account info",ACCOUNT_ISSUE,1.0000000000000002,2
2961024,2961024.0,"I am on the phone with  @comcastcares right now. Mind you i pay for 150mbps and my @55 came back at 92mbps. I swear the rep just told me that for those who are on that plan it is good when they get 92 download speed. hmmm

#cantmakethisup #forreal #confused",ACCOUNT_ISSUE,1.0000000000000002,2
104417,104417.0,"@ComcastCares
#mobile_Care been trying to pay my bill online since yesterday. App and website are not working. I spoke to customer service via chat yesterday and Irene said it would be fixed. I don’t want to be charged a late fee for your website issues.",PAYMENT_ISSUE,1.0000000000000002,2
558790,558790.0,"@115900 upgrade to the new faster service... as our service doesn't even work. #xfinitysucks

@ATT you guys up and running right now?",PLAN_CHANGE,1.0000000000000002,2
573384,573384.0,"@ComcastCares
#mobile_CareXI
Internet real slow. 2.02Mbps. How can I resolve?",SLOW_INTERNET,1.0000000000000002,2
2029068,2029068.0,"@ComcastCares
#mobile_CareXI my WiFi has been out for over an hour 🤬😑",INTERNET_OUTAGE,1.0,5
2380009,2380009.0,"@comcastcares Going to keep post my internet speed tests until you stop throttling our internet speeds. 
Context: One computer browsing facebook. No streaming video. 
#comcast https://t.co/Aynx9PFcrG",SLOW_INTERNET,1.0,5
1255350,1255350.0,"@ComcastCares
#mobile_CareXI Why is my internet speed so slow? At this time of night/morning (12:20 am)? What gives?",SLOW_INTERNET,1.0,4
1792677,1792677.0,"@ComcastCares
#mobile_Care- please can you let us know ETA for restoring Xfinity service in my area.I am in Santa Rosa CA",SERVICE_AVAILABILITY,1.0,3
714938,714938.0,"@ComcastCares
#mobile_Care Still waiting for $5.00 credit to show on my account. And issues with account requirement for autopay. never told",PAYMENT_ISSUE,1.0,2
1804644,1804644.0,"@ComcastCares
#mobile_Care why is there a damn tv or internet outage every other day why am I paying this kind of money for this bad service",INTERNET_OUTAGE,1.0,2
999495,999495.0,"@ComcastCares
#mobile_Care my internet and cable just went down! Miami Lakes FL 33018",INTERNET_OUTAGE,1.0,2
1013242,1013242.0,"@comcastcares So, we have a contract which locks in proces, but yet, you increase prices? $9 for local broadcast is OUTRAGEOUS!

@136958",BILLING_ISSUE,1.0,2
1300978,1300978.0,"@comcastcares Your LPGA coverage is showing the SLIME Darby, instead of SIME Darby; really?
@31868",TECHNICAL_ISSUE,1.0,2
1449521,1449521.0,"@ComcastCares
#mobile_Care My bill is in Spanish. I need to be in Englis. How do I fix that?",BILLING_ISSUE,1.0,2
2039802,2039802.0,"@ComcastCares
#mobile_Care upgraded to 150mb from 25mb on Saturday and still only getting 25mb!",SLOW_INTERNET,1.0,2
1198784,1198787.0,"Well. Both AT&amp;T and Comcast are not available in my area :(
I don't think I can get gigabit internet",SERVICE_AVAILABILITY,0.9999999999999998,5
2184291,2184291.0,"@ComcastCares
#mobile_Care I've been having an issue with by bill as well as a payment that was supposed to be returned to me. Help!",PAYMENT_ISSUE,0.9999999999999996,2
2433108,2433108.0,"@ComcastCares
#mobile_CareXI is there an outage in Shoreline, WA?",INTERNET_OUTAGE,0.863366301365142,5
290639,290639.0,@ComcastCares: #mobile_CareXI is there an outage in my area 30317?,INTERNET_OUTAGE,0.828306530527351,4
2338898,2338898.0,"@ComcastCares
#mobile_CareXI. Is there an outage in Happy Valley?",INTERNET_OUTAGE,0.7929229271080039,5
2630472,2630472.0,"@ComcastCares
#mobile_CareXI is there an outage in 15236 zip code?",INTERNET_OUTAGE,0.7857184299501206,5
670738,670738.0,"@ComcastCares
#mobile_CareXI is there an outage in our area?",INTERNET_OUTAGE,0.7621838563393135,5
1552977,1552977.0,"@ComcastCares
#mobile_Care how do I cancel my account",CANCELLATION,0.7499672638814804,2
594224,594224.0,"@ComcastCares
#mobile_CareXI is there an outage in zip code 77070?",INTERNET_OUTAGE,0.7329334716453938,5
1882512,1882512.0,"@ComcastCares
#mobile_CareXI is there an outage in my area? 94611",INTERNET_OUTAGE,0.7305792847426021,4
2693298,2693298.0,"@ComcastCares
#mobile_CareXI
Is there an outage around 64th and Lowell?",INTERNET_OUTAGE,0.7189694541770081,5
1943299,1943299.0,"@ComcastCares
#mobile_CareXI is there an outage? Zip 80015",INTERNET_OUTAGE,0.7134643387158132,5
2702593,2702594.0,@115900 Trash @comcastcares,TECHNICAL_ISSUE,0.6784138478938967,3
2911333,2911333.0,"@ComcastCares
#mobile_CareXI is there an internet outage in Elgin, IL? Zip 60124",INTERNET_OUTAGE,0.6620811152085214,5
1025829,1025829.0,@116136 charge an arm and a leg for they shitty ass wifi 🙄,BILLING_ISSUE,0.6306510521551411,2
900619,900619.0,"@ComcastCares
#mobile_CareXI is there an outage in the Maple Valley, WA area",INTERNET_OUTAGE,0.6221650185591117,5
890940,890940.0,"@ComcastCares
Can you tell me why my internet is down?",SLOW_INTERNET,0.6065544583861641,3
2437968,2437968.0,@comcastcares Is there an outage in the 37062 area?,INTERNET_OUTAGE,0.6036493095434664,5
1077661,1077661.0,"@ComcastCares
#mobile_CareXI internet is down. Is there an outage in #delraybeach",INTERNET_OUTAGE,0.597202491494817,4
1893107,1893107.0,"@ComcastCares
#mobile_CareXI is there an outage for internet in South Burlington vermont 05403",INTERNET_OUTAGE,0.5896750770525386,4
946351,946351.0,"@ComcastCares
#mobile_Care I need to cancel my appointment",CANCELLATION,0.5878796821634276,4
1751802,1751802.0,@116136 can you tell me why my internet is running 25 times slower than normal.,SLOW_INTERNET,0.5816753437513568,2
1594375,1594375.0,"@comcastcares are you having issues in Fishers, IN?",SLOW_INTERNET,0.5803848588716081,2
1854261,1854261.0,@comcastcares is there an outage in my area: 02048?,INTERNET_OUTAGE,0.5613152947317724,4
2072602,2072602.0,@115900 is there an outage in my area ?!,INTERNET_OUTAGE,0.5613152947317724,4
2239312,2239312.0,@115900 outage in San Francisco?,INTERNET_OUTAGE,0.5484554189683829,5
2916869,2916869.0,.@comcastcares is there an outage in Chicago?,INTERNET_OUTAGE,0.5481471706605371,5
2623520,2623520.0,@comcastcares I need to talk to someone one About my account,ACCOUNT_ISSUE,0.5443599638074421,2
